"ID","OR","Last Name","First Name","Team","Status","Status Details","Eligible Positions","Avg. Pick","Avg. Round","Avg. Cost","% Drafted","FG%","FT%","3PTM","PTS","REB","AST","ST","BLK","TO","Image"
"428.p.6754","189","Champagnie","Julian","SAS","Available","","PF,SF","","","","","0.408","0.815","101","504","206","103","48","42","57","https://s.yimg.com/iu/api/res/1.2/6DIY209cU0164EEOmiJUMA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10122023/6754.png"
"428.p.6737","190","Williams Jr.","Vince","MEM","Questionable","GTD - Knee","PG,SF,SG","123.0","10.7","$2.0","2%","0.446","0.800","79","521","290","175","47","34","92","https://s.yimg.com/iu/api/res/1.2/4dWCeSvfOWMrU3VD_G92wA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10252023/6737.png"
"428.p.6720","191","Watson","Peyton","DEN","Available","","PF,SF,SG","","","","","0.465","0.670","45","532","258","86","42","88","58","https://s.yimg.com/iu/api/res/1.2/hey6zfV45p0P_MlvDFdfJw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10182023/6720.png"
"428.p.10080","192","Jackson-Davis","Trayce","GSW","Available","","C,PF","","","","","0.702","0.561","0","540","341","82","29","76","49","https://s.yimg.com/iu/api/res/1.2/Wb.5jJar6GV7.4Ekeh2.ug--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10132023/10080.png"
"428.p.6578","193","McBride","Miles","NYK","Available","","PG","","","","","0.452","0.860","109","562","100","114","50","7","30","https://s.yimg.com/iu/api/res/1.2/A75PMMO.bzfPP26Wmlam6A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10232023/6578.png"
"428.p.6695","194","Ivey","Jaden","DET","Available","","PG,SG","138.4","12.2","$1.3","80%","0.429","0.749","124","1185","264","296","57","41","190","https://s.yimg.com/iu/api/res/1.2/6G16UpO83J7nM34lWtweNg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/6695.png"
"428.p.5823","195","Collins","Zach","SAS","Questionable","GTD - Shoulder","C,PF","110.8","9.9","$2.8","96%","0.484","0.753","58","776","370","194","34","52","132","https://s.yimg.com/iu/api/res/1.2/WA7d2cjD6Dh5Gnp6UcBPfw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10122023/5823.png"
"428.p.6402","196","Smith","Jalen","IND","Available","","C,PF","","","","","0.592","0.692","61","601","337","63","17","38","44","https://s.yimg.com/iu/api/res/1.2/3jiJU9CbBoZnyVX6Akm5hg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10182023/6402.png"
"428.p.6747","197","Walker","Jabari","POR","Questionable","GTD - Knee","PF,SF","","","","","0.460","0.754","41","638","508","71","42","22","66","https://s.yimg.com/iu/api/res/1.2/t3lFoDtm8zu6bTC6_OFbCA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/6747.png"
"428.p.4906","198","Jackson","Reggie","DEN","Questionable","GTD - Ankle","PG","","","","","0.431","0.806","102","833","155","308","44","13","106","https://s.yimg.com/iu/api/res/1.2/okHT0jYTwvUl53n5XMl4KA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10182023/4906.png"
"428.p.6255","199","Konchar","John","MEM","Questionable","GTD - Heel","SF,SG","","","","","0.423","0.840","38","235","257","110","51","51","46","https://s.yimg.com/iu/api/res/1.2/XX25nNqbXhOru6_fc6_30g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10252023/6255.png"
"428.p.6275","200","Martin","Caleb","MIA","Available","","SF,SG","143.9","12.6","$1.2","13%","0.431","0.778","81","640","281","143","47","29","77","https://s.yimg.com/iu/api/res/1.2/kic1.n8tWI5Ere41nD3N_g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/6275.png"
"428.p.6155","201","Highsmith","Haywood","MIA","Available","","PF,SF","","","","","0.465","0.639","76","405","210","70","53","30","34","https://s.yimg.com/iu/api/res/1.2/YkiUUO3L7ZW.53IdIZjpLA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/6155.png"
"428.p.4647","202","Beverley","Patrick","MIL","Out","O - Suspension","PG","","","","","0.417","0.822","61","451","239","212","43","31","65","https://s.yimg.com/iu/api/res/1.2/ziP0nAsWFw2I1Lpj.JTpLQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/03182024/4647.png"
"428.p.6175","203","Herro","Tyler","MIA","Available","","PG,SG","66.6","6.1","$9.3","100%","0.441","0.856","132","875","222","188","30","3","93","https://s.yimg.com/iu/api/res/1.2/hVRAS8MBMmon3bsrcEUqGg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/6175.png"
"428.p.6018","204","Carter Jr.","Wendell","ORL","Available","","C","109.4","9.7","$3.7","99%","0.525","0.694","64","603","381","95","35","28","68","https://s.yimg.com/iu/api/res/1.2/4uaMHl_iFVHVop7hJRT.fQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/6018.png"
"428.p.6711","205","Braun","Christian","DEN","Available","","SG","","","","","0.460","0.694","63","600","306","132","42","35","55","https://s.yimg.com/iu/api/res/1.2/5Mx6diyuDaTYI3hMr6qjng--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10182023/6711.png"
"428.p.5474","206","Payne","Cameron","PHI","Available","","PG","","","","","0.432","0.866","104","578","117","205","42","11","66","https://s.yimg.com/iu/api/res/1.2/ZJUhCJeq75Sas13wWywSbQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/03182024/5474.png"
"428.p.6165","207","Barrett","RJ","TOR","Questionable","GTD - Knee","SF,SG","123.2","10.9","$1.7","99%","0.495","0.715","90","1170","315","193","31","22","126","https://s.yimg.com/iu/api/res/1.2/RBsJGWYeqJDamRZIXj3ZZA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/01052024/6165.png"
"428.p.10164","208","Reath","Duop","POR","Available","","C","","","","","0.461","0.742","88","617","250","67","33","38","52","https://s.yimg.com/iu/api/res/1.2/e0ffvFm.uS_n5vrIEcCmBQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/10164.png"
"428.p.5501","209","Connaughton","Pat","MIL","Available","","SF,SG","","","","","0.435","0.759","82","428","239","161","40","19","49","https://s.yimg.com/iu/api/res/1.2/I1xQc4m1qKb6CiDr2EhhQg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/5501.png"
"428.p.6564","210","Jackson","Isaiah","IND","Available","","C,PF","141.8","12.8","$1.2","4%","0.665","0.716","0","383","238","50","34","61","39","https://s.yimg.com/iu/api/res/1.2/5.1l4wE9_3xI7lbfnAJVYA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10182023/6564.png"
"428.p.6057","211","Melton","De'Anthony","PHI","Available","","PG,SG","119.8","10.7","$2.7","100%","0.386","0.835","77","421","141","114","60","16","39","https://s.yimg.com/iu/api/res/1.2/7Dup0OqbpWymMb3piVCGpA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/6057.png"
"428.p.5318","212","Randle","Julius","NYK","Injured","INJ - Shoulder","PF","53.5","5.0","$15.3","100%","0.472","0.781","76","1102","423","229","25","12","159","https://s.yimg.com/iu/api/res/1.2/NaHmY885KzxGOysIl1.xew--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10232023/5318.png"
"428.p.6109","213","Eubanks","Drew","PHX","Available","","C","","","","","0.601","0.774","3","379","322","63","27","61","61","https://s.yimg.com/iu/api/res/1.2/ijl9Jsd1M0h60yrAHd8w1w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/6109.png"
"428.p.10099","214","Coulibaly","Bilal","WAS","Questionable","GTD - Wrist","SF,SG","144.8","13.3","$1.2","3%","0.435","0.702","64","532","256","110","57","48","87","https://s.yimg.com/iu/api/res/1.2/P6JTKCAxiFrd82ktM5FfrA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10112023/10099.png"
"428.p.6206","215","Bitadze","Goga","ORL","Available","","C","144.1","12.4","$0.0","2%","0.603","0.655","2","311","286","79","32","72","44","https://s.yimg.com/iu/api/res/1.2/AgzmPWbO6x_6cU5Yypmf3g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/6206.png"
"428.p.6315","216","Coffey","Amir","LAC","Available","","SF,SG","","","","","0.472","0.859","70","463","148","76","41","14","33","https://s.yimg.com/iu/api/res/1.2/QzyamS1OwO4G2qW7Ea7FxA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10202023/6315.png"
"428.p.6499","217","Marshall","Naji","NOP","Available","","SF,SG","","","","","0.463","0.791","58","466","240","128","49","12","65","https://s.yimg.com/iu/api/res/1.2/rlfcu89X19e1pwlEyeKa8Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10232023/6499.png"
"428.p.6034","218","Holiday","Aaron","HOU","Available","","PG,SG","","","","","0.446","0.921","84","514","123","140","42","6","53","https://s.yimg.com/iu/api/res/1.2/KuWOo3hW9ew1g7A87donUw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/6034.png"
"428.p.10114","219","Sasser","Marcus","DET","Available","","PG","","","","","0.428","0.879","90","586","125","236","44","12","90","https://s.yimg.com/iu/api/res/1.2/w6bLE9EIIt.4mMptgRE2hA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/10114.png"
"428.p.6556","220","Moody","Moses","GSW","Available","","SF,SG","","","","","0.462","0.785","72","533","196","57","42","24","44","https://s.yimg.com/iu/api/res/1.2/AvMd_wMKnRIwVGk3N9k21Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10132023/6556.png"
"428.p.6753","221","Ellis","Keon","SAC","Available","","SF,SG","","","","","0.461","0.743","70","310","124","85","51","29","37","https://s.yimg.com/iu/api/res/1.2/tdRuJOFk1aO2Y.OleqTeXQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/6753.png"
"428.p.5822","222","Smith Jr.","Dennis","BKN","Questionable","GTD - Hip","PG,SG","","","","","0.435","0.741","32","369","164","203","68","12","68","https://s.yimg.com/iu/api/res/1.2/QS4PWSHHUJd_dwmW8SaS8g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10102023/5822.png"
"428.p.5490","223","Looney","Kevon","GSW","Available","","C,PF","135.4","11.9","$1.4","76%","0.597","0.675","0","334","419","133","28","29","50","https://s.yimg.com/iu/api/res/1.2/o5uOs8pZ7kgfhc8b8HKvfg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10132023/5490.png"
"428.p.5323","224","Saric","Dario","GSW","Available","","C,PF","137.8","12.0","$1.0","3%","0.466","0.849","74","515","283","144","31","10","78","https://s.yimg.com/iu/api/res/1.2/Ru2ELAMtVC3SyuAlMVg4oA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10132023/5323.png"
"428.p.6256","225","Wade","Dean","CLE","Injured","INJ - Knee","PF,SF","","","","","0.414","0.769","79","291","218","43","40","25","20","https://s.yimg.com/iu/api/res/1.2/vI3l_fYO4v9U9zK8l3Iw4A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10122023/6256.png"
"428.p.6696","226","Mathurin","Bennedict","IND","Injured","INJ - Shoulder","SF,SG","122.2","10.9","$2.3","98%","0.446","0.821","80","856","234","119","35","14","97","https://s.yimg.com/iu/api/res/1.2/gXrYP0T0jpDrYqtn.Hq3EA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10182023/6696.png"
"428.p.6613","227","Alvarado","Jose","NOP","Available","","PG","","","","","0.412","0.673","78","397","128","117","59","15","40","https://s.yimg.com/iu/api/res/1.2/CuX24LN6XEShfa3Fwi05.A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10232023/6613.png"
"428.p.5959","228","Bagley III","Marvin","WAS","Questionable","GTD - Knee","C,PF","139.2","12.3","$1.1","6%","0.586","0.762","9","583","312","55","20","33","59","https://s.yimg.com/iu/api/res/1.2/ww3cvsFW_r5jXGpkb1GheA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/01312024/5959.png"
"428.p.5357","229","Clarkson","Jordan","UTA","Questionable","GTD - Back","PG,SG","114.7","10.2","$1.8","100%","0.413","0.881","91","942","188","277","35","6","146","https://s.yimg.com/iu/api/res/1.2/BygrBE6OjjoMpwgvkp_5OQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/5357.png"
"428.p.6410","230","Green","Josh","DAL","Available","","SF,SG","","","","","0.479","0.684","72","469","184","130","47","9","60","https://s.yimg.com/iu/api/res/1.2/h7lNJ8wKFikeq43RnuFmlQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10132023/6410.png"
"428.p.5491","231","Osman","Cedi","SAS","Questionable","GTD - Ankle","PF,SF","","","","","0.479","0.673","86","489","180","119","36","11","47","https://s.yimg.com/iu/api/res/1.2/mu3zD1C0xQK9r154CVsiRg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10122023/5491.png"
"428.p.5667","232","Brogdon","Malcolm","POR","Questionable","GTD - Elbow","PG,SG","128.5","11.4","$1.6","99%","0.440","0.819","82","613","148","214","27","8","60","https://s.yimg.com/iu/api/res/1.2/kdnQoKjYD9NG1HQBDebdgg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/11132023/5667.png"
"428.p.10100","233","George","Keyonte","UTA","Available","","PG,SG","137.2","11.9","$1.0","9%","0.391","0.848","147","974","211","332","36","7","188","https://s.yimg.com/iu/api/res/1.2/oW2Zr9BR0dBWXlOGIgJFHg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/10100.png"
"428.p.6452","234","Merrill","Sam","CLE","Available","","SG","","","","","0.402","0.929","143","485","120","108","19","4","19","https://s.yimg.com/iu/api/res/1.2/W5RMuCYzlhk5T4mAjJaRNw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10122023/6452.png"
"428.p.5880","235","Theis","Daniel","LAC","Available","","C","","","","","0.532","0.760","26","376","244","61","21","51","42","https://s.yimg.com/iu/api/res/1.2/vpCzOtdskWYzruUAV5ySZw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02202024/5880.png"
"428.p.5330","236","Harris","Gary","ORL","Available","","SF,SG","","","","","0.441","0.756","76","372","91","87","49","14","31","https://s.yimg.com/iu/api/res/1.2/NRow5xUeBmmVv7w5c5__6w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/5330.png"
"428.p.4391","237","Love","Kevin","MIA","Available","","C,PF","135.1","11.9","$1.2","12%","0.440","0.787","84","485","338","115","18","10","48","https://s.yimg.com/iu/api/res/1.2/FqDc2prGZUdXfjMn95LBtw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/4391.png"
"428.p.4893","238","Burks","Alec","NYK","Available","","PG,SF,SG","","","","","0.369","0.868","124","689","150","88","28","12","48","https://s.yimg.com/iu/api/res/1.2/FidiSqWJuEJU8lG7sqid.A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02142024/4893.png"
"428.p.6704","239","Agbaji","Ochai","TOR","Available","","PG,SG","","","","","0.411","0.661","62","455","216","83","47","44","64","https://s.yimg.com/iu/api/res/1.2/s0vJKh4EYWnUTryKC4UI5A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02152024/6704.png"
"428.p.6408","240","Stewart","Isaiah","DET","Questionable","GTD - Hamstring","C,PF","138.9","12.2","$1.1","76%","0.487","0.753","67","503","305","73","17","38","66","https://s.yimg.com/iu/api/res/1.2/C4ix2Pw_w7jpcrkkSD7U6w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/6408.png"
"428.p.5393","241","Ingles","Joe","ORL","Available","","PF,SF","","","","","0.436","0.824","70","296","142","203","43","5","67","https://s.yimg.com/iu/api/res/1.2/aD8ozdqnMIPaS37ExtRaPA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/5393.png"
"428.p.6724","242","Williams","Jaylin","OKC","Available","","C,PF","","","","","0.417","0.805","53","276","234","110","28","27","34","https://s.yimg.com/iu/api/res/1.2/CKv8Tc50F0yCNfLHQ12n_A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/6724.png"
"428.p.6060","243","Metu","Chimezie","DET","Available","","C,PF","","","","","0.504","0.906","28","332","194","46","43","16","52","https://s.yimg.com/iu/api/res/1.2/tU17BLqDqoefiMYvDg4Bgw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/05092024/6060.png"
